Task_ID,Task_Description,Created_Date,Deadline,Est. Hours,Category,Priority,Class,Assigned_To
18847,Forget class change positive sit you than bag.,2025-04-16,2025-04-20,7.26,Bug,Medium,Research,U10
18848,Matter large along me including environment.,2025-02-07,2025-02-13,1.13,Improvement,Low,Admin,U06
18849,Outside manager assume thought really.,2025-01-18,2025-01-26,6.36,Bug,Low,Admin,U02
18850,Sell charge why son yourself not require.,2025-03-13,2025-03-20,6.29,Feature,High,Support,U10
18851,Result first central authority.,2025-02-23,2025-03-02,2.2,Improvement,Low,Support,U03
18852,Light become must by various.,2025-05-05,2025-05-12,3.55,Bug,Medium,Support,U05
18853,Explain your your foreign would.,2025-04-14,2025-04-17,4.93,Feature,Medium,Technical,U10
18854,Happen arm challenge reduce suggest pressure sit.,2025-04-07,2025-04-11,4.67,Improvement,High,Support,U02
18855,Guy country eye him put remember relate.,2025-01-11,2025-01-17,3.89,Feature,Low,Technical,U02
18856,Product start enough various evidence bring include.,2025-04-14,2025-04-22,3.27,Improvement,High,Technical,U02
18857,Science century exist reduce answer.,2025-02-15,2025-02-19,4.97,Bug,Medium,Admin,U02
18858,Between state often put in.,2025-05-12,2025-05-20,4.66,Improvement,Low,Technical,U06
18859,Mention however maintain week son.,2025-03-05,2025-03-12,4.56,Bug,Low,Research,U08
18860,Late such happen party support.,2025-04-26,2025-05-02,9.59,Bug,Medium,Support,U03
18861,Discussion cultural finish wide mind conference do glass.,2025-03-30,2025-04-04,7.08,Improvement,High,Research,U04
18862,Pay assume add speech catch place position respond.,2025-04-04,2025-04-06,9.6,Improvement,Medium,Support,U10
18863,Something today near pass real.,2025-05-09,2025-05-14,9.75,Improvement,Low,Technical,U08
18864,Name my state behind.,2025-04-11,2025-04-15,9.57,Feature,Medium,Research,U05
18865,Decide recognize really ready modern out inside.,2025-05-09,2025-05-16,4.08,Bug,Medium,Admin,U09
18866,Ever artist party current.,2025-05-07,2025-05-10,3.37,Bug,Low,Technical,U09
18867,Blue decision buy company tree side those.,2025-01-01,2025-01-08,7.69,Bug,Low,Admin,U04
18868,Sing party thus blue.,2025-01-18,2025-01-26,7.28,Bug,Low,Admin,U09
18869,Benefit pressure special meeting high pass such.,2025-02-11,2025-02-21,3.97,Improvement,Low,Research,U10
18870,Couple international data even dream.,2025-01-28,2025-01-29,2.96,Bug,Low,Support,U07
18871,Until black threat letter become.,2025-03-02,2025-03-11,7.59,Bug,Medium,Technical,U05
18872,Indeed school bag image.,2025-01-10,2025-01-12,5.61,Improvement,Low,Research,U04
18873,Talk subject dream history much.,2025-03-21,2025-03-30,2.61,Feature,Medium,Technical,U08
18874,Beat chance particular hair last need set teacher.,2025-01-15,2025-01-24,6.56,Improvement,Medium,Technical,U03
18875,Represent concern develop.,2025-05-01,2025-05-11,5.5,Feature,High,Technical,U06
18876,Fine oil home defense hot.,2025-03-27,2025-04-05,5.06,Feature,Medium,Technical,U10
18877,Site me south give meeting move.,2025-05-07,2025-05-09,3.24,Feature,Medium,Support,U04
18878,Cultural challenge claim participant suffer agent.,2025-02-25,2025-03-03,4.93,Bug,High,Admin,U04
18879,Over quickly you school.,2025-02-24,2025-03-06,2.93,Bug,High,Research,U05
18880,Side tough institution director something everyone.,2025-01-06,2025-01-13,2.02,Feature,Medium,Research,U07
18881,Dog page bed local too.,2025-01-25,2025-01-31,3.88,Bug,Medium,Technical,U01
18882,Store to experience offer history.,2025-02-16,2025-02-26,6.41,Improvement,Medium,Research,U10
18883,Enter student carry expect.,2025-03-30,2025-04-05,6.77,Bug,Medium,Admin,U10
18884,Approach same scientist back impact present get.,2025-04-07,2025-04-13,8.22,Bug,Low,Support,U03
18885,List foreign say majority.,2025-01-15,2025-01-16,9.63,Bug,Low,Support,U08
18886,Create around board make still build agency.,2025-03-01,2025-03-10,4.75,Bug,High,Technical,U07
18887,Garden which better hot.,2025-01-13,2025-01-16,3.24,Improvement,Medium,Technical,U08
18888,School arm number debate.,2025-02-02,2025-02-12,6.9,Feature,High,Research,U08
18889,When them notice vote value.,2025-04-26,2025-05-02,6.51,Bug,High,Research,U09
18890,Majority enjoy Republican.,2025-04-26,2025-04-28,4.32,Improvement,Medium,Technical,U06
18891,Vote individual rich rise.,2025-04-02,2025-04-05,1.42,Feature,Medium,Admin,U10
18892,As morning feeling detail seat why.,2025-05-01,2025-05-07,6.26,Bug,Low,Research,U08
18893,Left chair middle already grow ask.,2025-02-12,2025-02-21,6.54,Bug,Low,Support,U05
18894,Story drug team interesting ahead.,2025-02-19,2025-02-20,7.73,Feature,Low,Support,U10
18895,Throughout serve there hundred exactly.,2025-04-26,2025-05-02,2.1,Improvement,Low,Admin,U05
18896,Throw term media.,2025-03-14,2025-03-16,3.6,Feature,Low,Technical,U06
18897,Tree chance attorney glass rise.,2025-02-05,2025-02-10,9.87,Improvement,Medium,Admin,U09
18898,Sing much police tree.,2025-03-10,2025-03-12,1.03,Feature,Low,Admin,U04
18899,Room analysis play rock front.,2025-02-25,2025-03-06,6.17,Feature,Medium,Technical,U09
18900,Find rock dark magazine suggest term it open.,2025-04-06,2025-04-14,3.05,Improvement,Medium,Research,U06
18901,Tonight instead start where author whatever your.,2025-01-09,2025-01-16,1.4,Feature,Medium,Technical,U01
18902,More yet shoulder just strong miss nearly.,2025-05-10,2025-05-14,7.18,Improvement,Low,Research,U08
18903,Write natural certain film stop either dark best.,2025-03-08,2025-03-09,5.81,Feature,Low,Research,U03
18904,Leave method behind mention maybe always may.,2025-01-04,2025-01-08,6.09,Feature,Medium,Research,U03
18905,Education if bag color item.,2025-03-06,2025-03-16,1.1,Improvement,High,Technical,U09
18906,Base third responsibility material Democrat.,2025-04-24,2025-04-30,8.03,Bug,High,Admin,U07
18907,Method generation already.,2025-01-26,2025-02-04,1.53,Bug,Medium,Research,U10
18908,Ball result space message.,2025-02-25,2025-03-06,7.37,Feature,Medium,Technical,U04
18909,Eat decision rise successful.,2025-04-22,2025-05-02,8.58,Bug,Low,Admin,U01
18910,Speech second pass.,2025-02-22,2025-03-03,8.57,Bug,Medium,Support,U06
18911,Wind market any.,2025-01-30,2025-02-07,1.91,Feature,Medium,Admin,U02
18912,Single after glass leader thousand box.,2025-02-03,2025-02-09,5.32,Feature,Low,Support,U06
18913,Live concern throughout treat.,2025-03-21,2025-03-28,1.89,Improvement,High,Technical,U06
18914,On truth bank.,2025-04-08,2025-04-10,7.35,Feature,Low,Support,U01
18915,Worry task share happy season several just.,2025-01-01,2025-01-04,8.7,Bug,Medium,Research,U08
18916,Use sure interview.,2025-04-07,2025-04-16,6.69,Improvement,Medium,Technical,U01
18917,Choice author industry me fire.,2025-02-28,2025-03-06,5.21,Improvement,High,Support,U07
18918,Walk science even.,2025-01-12,2025-01-13,3.31,Feature,Medium,Support,U04
18919,Eight decide east north growth require research drive.,2025-03-02,2025-03-10,8.7,Feature,High,Technical,U10
18920,Yeah quickly yes senior ability thought.,2025-03-20,2025-03-26,4.57,Improvement,Medium,Research,U01
18921,Development town case because until measure story.,2025-05-13,2025-05-16,4.79,Improvement,Low,Technical,U06
18922,Popular sing project yourself or western.,2025-01-05,2025-01-15,8.8,Bug,Low,Technical,U08
18923,Arm wall about bring brother already.,2025-01-30,2025-02-09,1.66,Feature,High,Admin,U08
18924,Level mother my early leg.,2025-02-25,2025-02-26,7.73,Bug,Medium,Admin,U07
18925,Coach security bag foreign Congress responsibility.,2025-05-03,2025-05-12,9.82,Improvement,Medium,Admin,U04
18926,Get why service.,2025-03-31,2025-04-08,3.31,Bug,High,Research,U05
18927,Medical image foreign quite idea.,2025-02-14,2025-02-17,7.88,Improvement,High,Admin,U04
18928,Compare executive language election.,2025-02-01,2025-02-06,6.57,Improvement,Medium,Research,U04
18929,Bad ago phone wife strategy house.,2025-03-21,2025-03-28,4.72,Improvement,Low,Research,U03
18930,Gas professor say throw.,2025-02-03,2025-02-05,6.5,Improvement,Low,Research,U05
18931,Director three matter floor scene wish image test.,2025-04-28,2025-05-03,9.39,Improvement,Low,Technical,U10
18932,Push finally dinner southern past.,2025-01-07,2025-01-10,9.36,Improvement,Medium,Admin,U01
18933,Campaign structure cold issue theory.,2025-04-16,2025-04-23,7.32,Improvement,Low,Admin,U01
18934,When step present upon each cold military.,2025-02-11,2025-02-13,6.87,Feature,Medium,Admin,U02
18935,Lead though focus oil race discover real.,2025-02-04,2025-02-13,6.53,Bug,Medium,Technical,U04
18936,Before lead foreign chair exactly strategy window.,2025-01-06,2025-01-08,9.54,Bug,High,Support,U01
18937,Class today measure arrive institution talk school town.,2025-02-06,2025-02-10,3.77,Improvement,Low,Research,U02
18938,Expert across all available certainly professional station.,2025-05-09,2025-05-10,4.65,Bug,Medium,Research,U03
18939,Travel experience choice have much Republican offer.,2025-05-05,2025-05-13,8.89,Improvement,Low,Technical,U05
18940,Mouth to technology bad age chance.,2025-01-21,2025-01-23,2.55,Bug,High,Technical,U04
18941,Something hold a decade stage leave.,2025-03-22,2025-03-31,3.22,Bug,Medium,Technical,U09
18942,Middle ready key source feeling account.,2025-05-10,2025-05-11,4.87,Improvement,Low,Admin,U09
18943,Management wear her should election set.,2025-03-23,2025-03-26,9.38,Feature,High,Research,U03
18944,Set end material husband next success test board.,2025-03-31,2025-04-06,6.5,Improvement,Medium,Research,U06
18945,Pay amount put establish piece strong.,2025-04-09,2025-04-10,8.09,Bug,Medium,Admin,U01
18946,Expert voice value action enter chance party rock.,2025-03-07,2025-03-09,2.21,Feature,Medium,Admin,U06
18947,Arm network growth wind season approach.,2025-02-22,2025-02-28,7.36,Bug,Medium,Support,U08
18948,Natural mission democratic bit not admit spring.,2025-02-10,2025-02-20,7.36,Improvement,High,Support,U06
18949,American really late if go.,2025-04-18,2025-04-23,2.63,Improvement,Medium,Admin,U02
18950,Physical matter program white everything agency suddenly.,2025-05-13,2025-05-19,4.0,Feature,Low,Admin,U08
18951,Total drop already avoid alone often however.,2025-03-24,2025-04-02,2.87,Feature,Medium,Technical,U06
18952,Pay age us probably.,2025-01-12,2025-01-19,8.15,Bug,Medium,Support,U05
18953,Happen record any visit responsibility goal example.,2025-01-10,2025-01-19,5.94,Bug,Medium,Support,U06
18954,Bit season concern employee you.,2025-04-17,2025-04-24,3.86,Feature,Low,Admin,U09
18955,Still change animal among again.,2025-02-15,2025-02-23,7.57,Feature,High,Admin,U08
18956,Must position democratic.,2025-01-05,2025-01-10,1.05,Bug,Medium,Admin,U07
18957,Interview marriage identify.,2025-01-29,2025-02-07,1.5,Bug,Low,Technical,U02
18958,Offer reality follow while yourself.,2025-04-25,2025-05-01,9.8,Feature,Medium,Technical,U05
18959,Position successful size prepare major young.,2025-01-15,2025-01-22,7.17,Improvement,Low,Support,U08
18960,Treatment style so.,2025-02-13,2025-02-14,5.43,Bug,Low,Research,U04
18961,Teach trouble pressure major whatever.,2025-05-13,2025-05-22,3.22,Feature,Medium,Support,U03
18962,Bag wear remain story arm ask.,2025-04-11,2025-04-15,8.39,Bug,Low,Support,U06
18963,Production figure tell prepare director.,2025-01-21,2025-01-30,5.02,Improvement,High,Research,U06
18964,Mind standard owner really.,2025-03-31,2025-04-02,8.31,Bug,Medium,Research,U06
18965,Know amount money early blue likely government.,2025-03-02,2025-03-09,9.53,Improvement,Medium,Support,U08
18966,Whose enough both question.,2025-03-01,2025-03-07,4.49,Feature,High,Research,U08
18967,Compare relate keep establish.,2025-03-09,2025-03-19,6.3,Improvement,High,Research,U01
18968,Would minute simple choice impact easy water.,2025-04-02,2025-04-08,2.05,Feature,Low,Technical,U06
18969,Lay guess miss increase book.,2025-04-20,2025-04-28,4.27,Feature,High,Admin,U08
18970,Method north call Republican head alone.,2025-03-17,2025-03-19,4.51,Improvement,Medium,Support,U06
18971,Smile organization wife health small.,2025-03-04,2025-03-05,7.2,Bug,Medium,Research,U02
18972,Organization democratic consider free whose.,2025-02-21,2025-02-24,4.87,Feature,Low,Research,U01
18973,Hit quite trouble company really worry something.,2025-04-04,2025-04-14,6.9,Bug,Low,Research,U07
18974,Computer alone star enter.,2025-02-16,2025-02-25,5.44,Improvement,High,Technical,U01
18975,However discuss pattern six service family structure.,2025-03-15,2025-03-24,1.47,Improvement,Medium,Admin,U02
18976,City tell hit.,2025-01-05,2025-01-10,8.02,Improvement,Medium,Research,U09
18977,Team water form prevent.,2025-03-22,2025-03-30,6.39,Bug,High,Technical,U05
18978,Yeah Democrat meet another.,2025-04-12,2025-04-15,1.91,Improvement,Low,Research,U10
18979,Help traditional reality technology which.,2025-04-12,2025-04-21,9.11,Improvement,High,Support,U08
18980,Cause cause all answer.,2025-01-11,2025-01-12,8.78,Feature,High,Support,U01
18981,Issue various night three toward different understand.,2025-01-02,2025-01-06,8.91,Feature,Low,Research,U03
18982,Face moment issue today customer treatment.,2025-04-16,2025-04-19,4.86,Bug,High,Admin,U06
18983,Attention however they professional oil minute fall.,2025-03-04,2025-03-05,8.82,Improvement,High,Admin,U03
18984,Plan contain candidate land.,2025-02-11,2025-02-17,8.6,Improvement,High,Research,U03
18985,Record last whom heart physical.,2025-05-12,2025-05-16,9.72,Bug,High,Admin,U02
18986,Day common his discuss newspaper since usually article.,2025-01-25,2025-01-29,4.64,Improvement,Low,Support,U01
18987,Lot west grow agree feel.,2025-01-09,2025-01-16,3.05,Feature,Medium,Support,U04
18988,Yourself view general top size.,2025-03-09,2025-03-18,4.35,Improvement,Low,Admin,U03
18989,Forward particular security draw practice institution.,2025-01-24,2025-01-30,7.57,Feature,High,Support,U07
18990,Her approach loss become listen door whole coach.,2025-01-01,2025-01-09,5.96,Feature,Medium,Research,U03
18991,Individual available eye it hear side see.,2025-04-08,2025-04-11,8.93,Bug,High,Research,U09
18992,Far strong fight address.,2025-03-27,2025-04-04,7.82,Bug,Medium,Admin,U01
18993,Feeling suggest born computer computer happy news.,2025-04-20,2025-04-28,6.25,Bug,Low,Admin,U01
18994,More them side read establish apply religious.,2025-01-31,2025-02-03,7.52,Improvement,High,Research,U08
18995,Green page want.,2025-01-28,2025-01-31,6.39,Improvement,Medium,Technical,U01
18996,Camera peace force possible continue its indeed.,2025-04-22,2025-04-30,3.37,Bug,Low,Support,U05
18997,Large own security begin help.,2025-01-15,2025-01-23,7.04,Bug,High,Support,U06
18998,Hotel your sell support use free.,2025-03-03,2025-03-05,6.7,Bug,Medium,Support,U09
18999,Thank might per value sing film blue.,2025-04-26,2025-04-29,1.29,Bug,Medium,Research,U01
19000,Hold music its maybe wall thought smile experience.,2025-01-15,2025-01-25,7.26,Improvement,Low,Technical,U02
19001,Physical operation as personal think change.,2025-04-01,2025-04-11,7.37,Improvement,Low,Admin,U07
19002,Speak although rise item.,2025-04-27,2025-05-04,2.37,Bug,High,Admin,U10
19003,Quickly PM good million.,2025-01-06,2025-01-09,4.8,Bug,Medium,Admin,U05
19004,Shake country past debate.,2025-04-20,2025-04-25,1.17,Bug,High,Research,U06
19005,Concern anything leave respond attorney.,2025-01-04,2025-01-05,9.84,Bug,Low,Technical,U04
19006,Long young item together generation green wife.,2025-05-08,2025-05-14,6.52,Improvement,Low,Support,U03
19007,Seat region her plant decade next.,2025-03-22,2025-03-23,6.7,Feature,High,Technical,U08
19008,See guy agree may a final on.,2025-04-15,2025-04-18,7.71,Feature,High,Admin,U02
19009,Man speech mother outside carry until head.,2025-02-19,2025-02-21,4.5,Bug,Low,Support,U08
19010,Here itself themselves specific choice machine dinner Republican.,2025-02-02,2025-02-04,9.15,Improvement,High,Admin,U05
19011,Single head include century once.,2025-04-17,2025-04-23,3.91,Improvement,Medium,Support,U04
19012,Everybody life laugh role away respond place.,2025-04-01,2025-04-09,9.22,Bug,High,Admin,U07
19013,Character provide political room.,2025-04-07,2025-04-10,1.58,Feature,High,Admin,U02
19014,Hope significant together up development must return.,2025-04-08,2025-04-14,7.76,Feature,Medium,Technical,U07
19015,Treatment concern range build successful.,2025-02-22,2025-02-25,2.21,Bug,Low,Research,U08
19016,Report court huge create statement eye politics.,2025-04-18,2025-04-24,6.31,Improvement,Medium,Technical,U09
19017,Thing wall prepare control.,2025-01-23,2025-02-01,5.56,Improvement,Low,Technical,U06
19018,Party public movement term coach into ever.,2025-04-22,2025-05-02,1.74,Bug,High,Support,U08
